player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Ryan Fitzpatrick,2467,QB,SL,1,3,0,0,,0,0,0,0,0,0,0,0.0,0,1,26,0,0,67.2,67.4,70.6,,,,65.2,60.0,2,0,0,0,0,6,0,0,0,3,0,0,0,0.0,0.0,,0
Andre Johnson,1319,WR,HST,16,3,1,1,128.6,18,0,14,9,14,1,14,66.0,1,1,13,0,0,84.0,79.9,65.5,,,79.6,63.9,65.9,18,4,1155,103,516,344,0,0,157,106,0,14,14,4.67,4.7,2.24,0
Derrick Ross,3491,HB,KC,1,3,0,0,0.0,0,0,8,0,0,0,5,0.0,0,0,16,0,1,67.2,50.3,68.4,,69.2,55.6,51.3,,4,0,0,0,5,3,0,0,0,3,0,8,5,1.67,2.7,0.0,1
Braylon Edwards,2220,WR,CLV,16,3,1,0,0.0,0,0,7,11,11,1,10,62.5,0,1,8,0,0,81.0,67.4,88.8,,,65.7,57.1,74.0,8,0,884,61,582,320,0,0,121,64,0,7,10,3.33,2.3,1.52,0
Eric Parker,1292,WR,SD,16,3,0,1,150.0,18,0,12,3,5,0,25,78.6,1,1,27,0,0,79.8,83.6,87.7,,,83.0,57.6,67.6,18,0,701,50,328,194,0,0,77,53,0,12,25,8.33,4.0,2.14,0
Lawrence Vickers,3125,FB,CLV,11,3,0,0,0.0,0,0,2,0,0,0,5,0.0,0,0,8,0,1,71.8,55.7,0.0,59.0,81.1,71.5,51.0,56.3,2,1,60,6,24,20,0,0,6,9,0,2,5,1.67,0.7,2.5,1
Ran Carthon,2006,HB,IND,1,3,0,0,0.0,0,0,4,0,0,0,2,0.0,0,1,14,0,2,67.2,60.5,67.8,,,56.9,61.3,60.0,3,0,0,0,2,4,0,0,0,3,1,4,2,0.67,1.3,0.0,1
Samie Parker,1826,WR,KC,17,3,0,0,0.0,0,0,7,4,4,0,2,6.1,0,0,16,0,0,78.9,65.7,64.4,,,64.6,52.3,76.4,5,3,561,41,472,346,0,0,65,44,0,7,2,0.67,2.3,1.19,0
Fred McAfee,18,HB,NO,1,3,0,0,0.0,0,0,12,0,0,0,3,0.0,0,1,20,0,1,67.2,47.4,67.7,,3.3,,60.7,,6,0,0,0,0,3,0,0,0,3,1,12,3,1.0,4.0,,1
Marty Booker,487,WR,MIA,14,3,0,1,94.7,18,0,19,4,3,0,9,15.5,1,1,17,0,0,80.7,73.1,60.8,,,71.7,55.1,82.3,18,2,747,55,441,247,0,0,87,58,0,19,9,3.0,6.3,1.69,0
Jameel Cook,904,FB,HST,11,3,0,0,0.0,0,0,18,1,0,0,18,0.0,1,2,13,2,0,18.2,55.8,45.5,,57.9,43.0,60.0,66.6,14,1,107,18,150,155,0,0,24,21,0,18,18,6.0,6.0,0.71,2
Anthony Wright,577,QB,CIN,4,3,0,0,0.0,0,0,-3,0,0,0,0,0.0,0,0,7,0,0,70.5,61.7,75.0,59.8,,,60.5,60.0,-1,0,0,0,0,16,0,0,0,3,0,-3,0,0.0,-1.0,,0
Devery Henderson,1771,WR,NO,15,2,0,0,0.0,0,0,14,6,1,0,0,0.0,1,2,20,0,0,77.9,73.7,70.3,,,72.4,68.2,70.6,11,2,837,35,371,175,0,0,56,37,1,14,0,0.0,7.0,2.26,0
Quincy Wilson,1935,HB,CIN,1,2,0,0,0.0,0,0,2,0,0,0,6,0.0,0,0,7,0,0,65.2,63.4,65.5,,,,62.1,,5,0,0,0,0,2,0,0,0,2,0,2,6,3.0,1.0,,1
Devale Ellis,3303,WR,DET,8,2,1,0,0.0,0,0,3,0,1,1,5,83.3,1,1,11,0,0,69.4,55.6,81.2,,,53.6,69.5,56.0,12,0,41,4,92,20,0,0,9,6,0,3,5,2.5,1.5,0.45,0
Jared Lorenzen,2107,QB,NYG,2,2,0,0,0.0,0,0,4,0,0,0,2,0.0,0,2,21,0,0,65.2,45.1,66.9,,,,49.6,,2,0,0,0,0,2,0,0,0,2,0,4,2,1.0,2.0,,0
Shawn Bryson,491,FB,DET,6,2,0,0,0.0,0,0,1,0,1,0,1,4.5,0,0,11,0,1,72.0,71.9,78.0,,48.4,90.5,53.0,58.5,1,0,110,9,34,7,0,0,10,11,0,1,1,0.5,0.5,3.24,0
Shaud Williams,2207,HB,BUF,2,2,0,0,0.0,0,0,2,0,0,0,1,0.0,0,0,4,0,0,65.2,51.1,66.4,,,,53.6,,2,0,0,0,0,2,0,0,0,2,0,2,1,0.5,1.0,,1
Jim Finn,541,FB,NYG,17,2,0,0,0.0,0,1,14,1,0,0,8,0.0,1,1,21,0,0,72.7,74.9,25.6,,67.4,44.1,53.3,86.0,12,2,68,11,117,294,0,0,18,13,0,14,8,4.0,7.0,0.58,0
Tim Dwight,390,WR,NYJ,9,2,0,1,100.0,28,0,28,1,1,0,5,13.9,1,1,22,0,1,74.2,62.7,33.9,,,61.2,61.9,83.5,28,1,112,16,119,48,0,0,18,18,0,28,5,2.5,14.0,0.94,0
Hines Ward,380,WR,PIT,14,2,1,1,70.0,21,0,30,3,5,1,5,19.7,1,1,25,2,0,27.6,84.2,76.6,,65.9,81.3,56.6,90.4,21,1,976,74,514,311,0,0,116,76,0,30,5,2.5,15.0,1.9,0
Adam Jones,2223,CB,TEN,6,2,0,0,0.0,0,0,8,0,2,0,5,125.0,0,1,31,1,0,16.5,87.2,69.7,,,86.1,62.6,60.3,7,5,31,2,4,5,0,0,2,4,0,8,5,2.5,4.0,7.75,1
Matt Jones,2238,WR,JAX,14,2,0,0,0.0,0,0,-15,3,5,0,0,0.0,0,0,15,1,0,31.6,76.3,1.5,,,78.0,50.5,69.2,-6,4,643,41,286,142,0,0,70,43,0,-15,0,0.0,-7.5,2.25,0
Roy Williams,1728,WR,DET,16,2,0,0,0.0,0,0,2,5,10,0,2,11.9,0,0,11,2,0,28.7,88.4,78.6,,65.7,87.8,53.6,67.7,2,1,1311,82,607,257,0,0,148,84,0,2,2,1.0,1.0,2.16,0
Aaron Rodgers,2241,QB,GB,2,0,0,0,0.0,0,0,0,0,0,0,,100.0,0,1,12,1,0,27.1,30.3,76.8,29.3,,,63.0,60.0,6,0,0,0,0,15,11,2,0,0,0,11,0,0.0,5.5,,0
Roscoe Parrish,2272,WR,BUF,16,2,2,0,0.0,0,0,18,2,2,2,7,56.0,1,1,4,1,0,26.3,63.4,81.9,,,61.2,78.6,60.0,11,0,320,23,212,44,0,0,35,25,0,18,7,3.5,9.0,1.51,0
Laveranues Coles,638,WR,NYJ,17,2,1,1,107.1,15,0,14,1,13,1,15,106.1,1,1,22,1,0,58.3,82.3,79.8,,,81.2,63.1,72.8,15,2,1156,97,553,416,0,0,155,99,0,14,15,7.5,7.0,2.09,0
Edell Shepherd,1304,WR,HST,7,2,2,0,0.0,0,0,5,0,0,2,13,260.0,0,0,13,0,0,68.7,59.8,76.9,,,55.5,62.2,80.6,6,0,22,3,18,22,0,0,3,5,0,5,13,6.5,2.5,1.22,0
Michael Jennings,1261,WR,NYG,5,2,1,1,175.0,21,0,12,0,0,1,3,21.4,1,1,21,0,0,70.0,66.5,76.8,,,66.4,59.5,60.6,21,0,49,5,23,11,0,0,8,7,0,12,3,1.5,6.0,2.13,0
Quinn Gray,1247,QB,JAX,2,0,1,0,0.0,0,0,0,0,0,0,,100.0,1,2,15,0,0,25.6,65.8,0.0,70.2,,,54.2,60.0,17,1,0,0,0,8,26,2,0,0,2,26,24,12.0,13.0,,0
Tab Perry,2407,WR,CIN,2,2,0,0,0.0,0,0,4,0,0,0,2,0.0,0,0,7,0,0,70.0,67.4,74.8,,73.4,75.6,50.5,60.0,2,0,81,5,17,6,0,0,6,7,0,4,2,1.0,2.0,4.76,0
Matt Cassel,2447,QB,NE,6,2,0,0,0.0,0,0,4,0,0,0,2,0.0,0,1,19,1,0,72.7,52.5,77.3,55.4,,,53.8,60.0,5,0,0,0,0,29,0,0,0,2,0,4,2,1.0,2.0,,0
Joshua Cribbs,2544,WR,CLV,15,2,0,0,0.0,0,1,11,3,1,0,4,16.7,0,0,8,1,1,21.5,47.0,33.9,53.5,46.5,48.8,59.5,76.4,9,1,91,10,135,24,0,0,15,12,0,11,4,2.0,5.5,0.67,0
Rashied Davis,2554,WR,CHI,19,2,1,1,64.0,16,0,25,2,0,1,10,17.9,1,1,6,0,0,76.5,60.2,64.3,,62.4,60.3,60.3,55.4,16,1,368,26,328,160,0,0,55,28,0,25,10,5.0,12.5,1.12,0
John Kuhn,2686,FB,PIT,3,2,0,1,88.9,16,0,18,0,0,0,8,0.0,1,1,25,0,0,66.7,70.6,74.0,,,81.8,62.6,62.9,16,0,15,1,1,23,0,0,1,3,0,18,8,4.0,9.0,15.0,1
Moran Norris,865,FB,SF,14,2,0,0,0.0,0,0,8,1,1,0,3,21.4,0,1,28,0,0,70.9,81.0,86.3,,83.5,54.2,48.1,80.6,4,0,36,5,58,246,0,0,6,7,0,8,3,1.5,4.0,0.62,0
Vernon Davis,2951,TE,SF,10,2,0,0,0.0,0,0,5,5,7,0,5,79.5,0,0,28,1,0,25.5,68.0,35.9,,76.4,67.7,59.5,66.9,9,5,265,20,174,208,0,0,37,22,0,5,5,2.5,2.5,1.52,0
Joey Galloway,117,WR,TB,16,2,1,0,0.0,0,0,9,9,4,1,11,43.7,0,0,30,0,0,80.9,71.4,65.7,,67.5,72.1,50.5,53.7,7,2,1057,61,563,270,0,0,126,63,0,9,11,5.5,4.5,1.88,0
Kellen Clemens,2994,QB,NYJ,2,0,0,0,0.0,0,0,0,0,0,0,,100.0,0,0,22,1,0,21.1,28.1,72.9,28.3,,,54.2,60.0,8,0,0,0,0,4,10,2,0,0,0,10,0,0.0,5.0,,0
Charlie Whitehurst,3026,QB,SD,2,2,1,0,0.0,0,0,13,0,0,1,0,0.0,1,1,27,0,0,65.2,65.5,69.2,,,,63.6,60.0,14,0,0,0,0,4,0,0,0,2,1,13,0,0.0,6.5,,0
Maurice Stovall,3035,WR,TB,8,2,1,1,62.1,18,1,29,1,1,1,13,144.4,2,2,30,0,0,71.5,64.5,33.0,,,59.9,78.2,79.3,18,2,102,7,90,63,0,0,12,9,0,29,13,6.5,14.5,1.13,0
Troy Brown,56,WR,NE,19,2,0,1,88.9,16,1,18,5,3,0,21,58.3,1,1,19,0,0,79.8,62.8,46.5,,,62.5,63.1,65.4,16,5,481,52,487,285,0,0,87,54,0,18,21,10.5,9.0,0.99,0
Brandon Marshall,3064,WR,DEN,15,2,0,0,0.0,0,0,12,2,8,0,2,36.4,0,1,10,1,0,25.7,74.0,84.6,,,72.9,59.3,70.2,6,0,309,20,155,94,0,0,35,22,0,12,2,1.0,6.0,1.99,1
Ingle Martin,3093,QB,GB,1,2,0,0,0.0,0,0,-5,0,0,0,0,0.0,0,0,12,0,0,65.2,58.6,68.2,,,,59.0,60.0,-2,0,0,0,0,3,0,0,0,2,0,-5,0,0.0,-2.5,,0
Cedrick Wilson,901,WR,PIT,15,2,0,0,0.0,0,0,14,4,3,0,10,38.5,1,1,25,2,0,22.7,64.2,88.4,72.3,,63.8,45.2,58.7,14,1,504,37,415,205,0,0,68,39,0,14,10,5.0,7.0,1.21,0
Bernard Berrian,1799,WR,CHI,18,2,0,0,0.0,0,0,5,6,5,0,2,7.2,0,0,6,1,0,47.8,73.1,54.0,,,74.0,50.5,63.5,5,3,1032,67,488,351,0,0,121,69,0,5,2,1.0,2.5,2.11,0
Drew Carter,1881,WR,CAR,14,2,0,0,0.0,0,0,18,2,0,0,5,0.0,1,1,5,0,0,76.9,71.0,57.8,,,69.1,69.3,78.3,11,1,357,28,242,73,0,0,51,30,0,18,5,2.5,9.0,1.48,0
Eric Moulds,165,WR,HST,16,1,0,0,0.0,0,0,6,1,8,0,1,13.8,0,0,13,1,0,41.3,65.6,75.5,,61.6,64.5,56.6,71.0,6,1,557,57,478,287,0,0,74,58,0,6,1,1.0,6.0,1.17,0
Az-Zahir Hakim,383,WR,SD,6,1,0,0,0.0,0,0,1,0,2,0,0,0.0,0,0,27,0,1,73.6,61.2,80.5,,,61.0,,56.4,1,0,147,17,126,28,0,0,24,18,0,1,0,0.0,1.0,1.17,0
Adam Jennings,3129,WR,ATL,7,1,0,0,0.0,0,0,-4,0,0,0,1,0.0,0,0,2,0,0,61.9,49.8,0.0,,,53.5,57.2,78.0,-4,1,0,0,12,18,0,0,1,1,0,-4,1,1.0,-4.0,0.0,0
Ronald Curry,1199,WR,OAK,16,1,1,0,0.0,0,1,4,2,7,1,6,76.2,0,0,23,0,0,80.9,80.5,46.2,39.0,,80.5,63.4,82.3,4,2,727,62,355,126,0,0,89,63,0,4,6,6.0,4.0,2.05,0
Marlion Jackson,742,HB,ATL,1,1,0,0,0.0,0,0,2,0,0,0,2,0.0,0,0,2,0,0,61.9,57.7,65.5,,,58.0,59.7,,2,0,0,0,2,1,0,0,0,1,0,2,2,2.0,2.0,0.0,1
Courtney Roby,2285,WR,TEN,10,1,0,0,0.0,0,1,3,0,0,0,0,0.0,0,0,31,0,0,66.2,56.0,26.6,,,57.4,56.6,62.0,3,1,28,2,64,74,0,0,6,3,0,3,0,0.0,3.0,0.44,0
Santonio Holmes,2970,WR,PIT,16,1,1,0,0.0,0,0,13,3,4,1,5,50.0,1,1,25,0,1,79.3,80.1,88.4,,,78.2,62.0,76.2,13,0,824,49,382,198,0,0,83,50,0,13,5,5.0,13.0,2.16,0
Keyshawn Johnson,153,WR,CAR,16,1,1,0,0.0,0,0,4,3,4,1,5,35.2,0,1,5,1,0,48.1,76.0,45.0,42.6,56.1,74.7,62.8,88.4,4,7,826,70,549,382,0,0,116,71,1,4,5,5.0,4.0,1.5,0
Reggie McNeal,3138,WR,CIN,7,1,0,0,0.0,0,0,8,0,0,0,2,0.0,0,1,7,0,0,61.9,52.9,0.0,,,54.7,63.7,57.4,8,1,0,0,8,16,0,0,0,1,0,8,2,2.0,8.0,0.0,1
Brandon Manumaleuna,876,TE,SD,17,1,0,0,0.0,0,0,1,0,1,0,1,6.7,0,0,27,0,0,73.6,73.5,80.9,,84.7,54.3,60.0,75.7,1,1,91,14,167,347,0,0,18,15,0,1,1,1.0,1.0,0.54,0
Robert Royal,1151,TE,BUF,16,1,0,0,0.0,0,0,-9,3,1,0,0,0.0,0,0,4,0,1,75.4,66.0,55.8,,69.0,65.8,57.0,63.5,-9,5,233,23,220,377,0,0,35,24,0,-9,0,0.0,-9.0,1.06,0
Alvis Whitted,411,WR,OAK,14,1,0,0,0.0,0,0,4,3,1,0,1,3.6,0,0,23,1,0,27.0,56.7,60.1,,76.8,55.9,59.2,67.3,4,2,299,27,422,243,0,0,56,28,0,4,1,1.0,4.0,0.71,0
Rod Smith,111,WR,DEN,16,1,0,0,0.0,0,0,-5,6,4,0,0,0.0,0,0,10,2,0,24.8,61.9,87.4,,,60.4,56.6,68.4,-5,0,512,52,427,360,0,0,90,53,0,-5,0,0.0,-5.0,1.2,0
Tony Scheffler,3006,TE,DEN,13,1,0,0,0.0,0,0,3,4,1,0,1,5.3,0,0,10,0,0,74.3,75.7,86.0,,79.6,71.9,56.2,75.6,3,0,286,18,179,164,0,0,34,19,0,3,1,1.0,3.0,1.6,0
Dan Kreider,749,FB,PIT,16,1,0,0,0.0,0,0,5,2,0,0,4,0.0,0,0,25,0,1,70.8,72.3,86.7,,53.0,42.2,56.4,80.4,5,0,62,8,111,265,0,0,12,9,0,5,4,4.0,5.0,0.56,0
Dane Looker,755,WR,SL,9,1,0,0,0.0,0,0,13,0,0,0,0,0.0,1,1,26,0,0,61.9,55.5,77.9,,,51.5,63.1,60.4,13,0,0,0,17,9,0,0,1,1,0,13,0,0.0,13.0,0.0,0
Kevin Walter,1549,WR,HST,16,1,0,0,0.0,0,0,3,0,0,0,3,0.0,0,1,13,1,0,24.0,59.5,85.8,,16.3,57.0,63.1,73.9,3,2,160,17,235,140,0,0,21,18,0,3,3,3.0,3.0,0.68,0
Brett Basanez,3219,QB,CAR,1,0,0,0,0.0,0,0,0,0,0,0,,100.0,0,0,5,0,0,72.4,50.5,73.5,53.4,,,56.8,60.0,2,0,0,0,0,1,2,1,0,0,0,2,5,5.0,2.0,,0
Travis Taylor,588,WR,MIN,16,1,0,0,0.0,0,0,5,3,3,0,2,10.3,0,0,18,0,0,80.6,61.5,31.2,,,61.5,62.8,66.4,5,7,651,57,546,356,0,0,82,58,0,5,2,2.0,5.0,1.19,0
Keenan McCardell,19,WR,SD,15,1,0,0,0.0,0,0,8,2,4,0,1,10.8,0,0,27,1,0,41.9,70.5,65.8,,,69.9,63.1,64.9,8,1,437,36,295,176,0,0,49,37,0,8,1,1.0,8.0,1.48,0
Lamar Gordon,1088,HB,DET,1,1,0,0,0.0,0,0,2,0,0,0,2,0.0,0,0,11,0,0,61.9,53.7,66.8,,73.5,57.3,56.7,,2,0,0,0,3,1,0,0,0,1,0,2,2,2.0,2.0,0.0,1
Bo Scaife,2396,TE,TEN,14,1,0,0,0.0,0,1,13,3,5,0,0,0.0,1,1,31,1,0,27.5,65.6,68.0,,69.2,68.4,,57.6,13,4,371,29,246,299,0,0,53,30,1,13,0,0.0,13.0,1.51,0
Reche Caldwell,1055,WR,NE,19,1,0,0,0.0,0,0,5,8,6,0,0,0.0,0,0,19,2,0,28.4,66.6,58.3,,,66.4,63.1,63.5,5,5,938,77,619,339,0,0,117,78,0,5,0,0.0,5.0,1.52,0
Terrance Copper,2016,WR,NO,14,1,1,0,0.0,0,0,8,1,0,1,9,32.1,0,1,20,2,0,20.3,60.5,54.0,,,58.3,60.0,81.9,8,2,420,27,369,218,0,0,47,28,0,8,9,9.0,8.0,1.14,0
Derrick Mason,271,WR,BLT,17,1,2,0,0.0,0,0,-4,2,7,2,6,76.1,0,0,3,1,0,58.9,73.9,69.2,,,74.4,56.5,60.6,-4,2,766,70,564,391,0,0,110,71,0,-4,6,6.0,-4.0,1.36,0
Michael Jenkins,1750,WR,ATL,16,1,0,0,0.0,0,2,2,9,1,0,2,5.0,0,0,2,0,0,78.2,54.4,78.6,,80.7,54.3,56.6,52.7,2,2,436,39,525,464,0,0,79,40,0,2,2,2.0,2.0,0.83,0
Bobby Engram,177,WR,SEA,9,1,0,0,0.0,0,0,4,2,3,0,2,18.8,0,0,29,0,0,77.1,79.3,51.4,,,79.7,56.2,67.6,4,1,410,31,188,109,0,0,47,32,0,4,2,2.0,4.0,2.18,0
Brandon Jones,2313,WR,TEN,16,1,1,0,0.0,0,0,3,5,0,1,11,39.3,0,0,31,0,0,76.2,63.8,36.6,,,64.4,63.1,60.6,3,3,384,27,322,234,0,0,52,28,0,3,11,11.0,3.0,1.19,0
Madison Hedgecock,2468,FB,SL,15,1,0,0,0.0,0,0,2,1,0,0,1,0.0,0,1,26,0,0,70.3,69.0,83.4,,78.8,43.2,56.9,73.8,2,0,29,7,77,161,0,0,10,8,0,2,1,1.0,2.0,0.38,0
A.J. Schable,3498,FB,ARZ,5,1,0,0,0.0,0,0,5,0,0,0,4,0.0,0,1,1,0,0,,63.5,72.4,,74.6,58.8,,62.3,5,0,0,0,2,14,0,0,0,1,0,5,4,4.0,5.0,0.0,0
Kelvin Kight,2095,WR,NE,3,1,0,0,0.0,0,0,8,1,0,0,6,0.0,0,0,19,0,0,64.6,47.0,0.0,,,45.0,56.6,87.5,8,2,9,1,36,43,0,0,3,2,0,8,6,6.0,8.0,0.25,0
Amani Toomer,169,WR,NYG,8,1,0,0,,0,0,0,0,2,0,4,24.2,0,0,21,0,0,77.2,74.7,67.2,,,75.3,57.2,62.8,0,1,360,32,276,220,0,0,49,33,0,0,4,4.0,0.0,1.3,0
Bryant Johnson,1333,WR,ARZ,16,1,0,0,0.0,0,2,-3,5,6,0,1,14.6,0,0,1,0,0,78.4,65.1,73.8,,,65.1,59.2,58.2,-3,3,740,40,497,223,0,0,66,41,0,-3,1,1.0,-3.0,1.49,0
A.J. Feeley,893,QB,PHI,2,0,0,0,0.0,0,0,0,0,0,0,,100.0,0,0,24,1,0,79.5,64.3,0.0,66.7,,,55.7,60.0,3,2,0,0,0,17,3,1,0,0,0,3,0,0.0,3.0,,0
Eddie Drummond,1237,WR,DET,6,1,0,0,0.0,0,0,2,2,0,0,1,0.0,0,0,11,0,0,66.2,45.1,78.6,,,46.3,56.6,57.8,2,0,10,2,61,11,0,0,10,3,0,2,1,1.0,2.0,0.16,0
Dallas Clark,1340,TE,IND,16,1,0,0,0.0,0,0,1,5,5,0,0,0.0,0,0,14,0,0,79.3,73.7,73.7,,70.8,68.7,,87.8,1,2,684,51,540,460,0,0,88,52,0,1,0,0.0,1.0,1.27,0
Chad Morton,683,HB,NYG,2,1,1,1,100.0,22,0,22,0,0,1,3,300.0,1,1,21,0,0,61.9,90.5,65.4,,,,70.0,60.0,22,0,0,0,0,2,0,0,0,1,0,22,3,3.0,22.0,,0
Derrick Wimbush,2848,FB,JAX,12,1,0,0,0.0,0,0,3,0,1,0,2,40.0,0,0,15,0,0,68.3,55.3,22.3,,80.5,59.7,56.9,56.2,3,1,23,4,38,152,0,0,4,5,0,3,2,2.0,3.0,0.61,1
David Givens,1210,WR,TEN,5,1,0,0,0.0,0,0,3,0,2,0,0,0.0,0,0,31,0,0,70.8,60.1,83.3,,,60.7,56.6,54.9,3,0,104,8,134,87,0,0,20,9,0,3,0,0.0,3.0,0.78,0
